cart_id,customer_id,customer_name,customer_email,customer_phone,customer_segment,customer_tone,device,geo,cart_value,num_items,products,time_since_abandonment_hours,previous_purchases,price_sensitivity,intent_score,abandonment_reason,cart_adds_last_month,all_items_in_stock,abandonment_timestamp
CART5085,CUST1085,Customer 86,cust1085@example.com,+916342703921,returning,casual,desktop,NZ,633.81,4,"[{""product_id"": ""PROD2850"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 70.5, ""quantity"": 2}, {""product_id"": ""PROD2851"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 47.79, ""quantity"": 2}, {""product_id"": ""PROD2852"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 7.0, ""quantity"": 3}, {""product_id"": ""PROD2853"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 376.23, ""quantity"": 1}]",1,6,0.22,0.41,comparison_shopping,5,True,2025-11-09T20:14:41.504220
CART5086,CUST1086,Customer 87,cust1086@example.com,+919673561638,returning,professional,mobile,UK,798.17,3,"[{""product_id"": ""PROD2860"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 34.69, ""quantity"": 1}, {""product_id"": ""PROD2861"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 146.5, ""quantity"": 3}, {""product_id"": ""PROD2862"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 161.99, ""quantity"": 2}]",23,13,0.31,0.72,payment_failure,8,False,2025-11-08T22:14:41.504438
CART5087,CUST1087,Customer 88,cust1087@example.com,+916999829240,new,casual,mobile,IN,2537.56,2,"[{""product_id"": ""PROD2870"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 1054.3, ""quantity"": 2}, {""product_id"": ""PROD2871"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 214.48, ""quantity"": 2}]",17,0,0.83,0.82,high_shipping_cost,12,True,2025-11-09T04:14:41.504619
CART5088,CUST1088,Customer 89,cust1088@example.com,+919721519026,returning,casual,desktop,US,2719.76,5,"[{""product_id"": ""PROD2880"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 241.44, ""quantity"": 2}, {""product_id"": ""PROD2881"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 21.15, ""quantity"": 2}, {""product_id"": ""PROD2882"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 1079.79, ""quantity"": 1}, {""product_id"": ""PROD2883"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 318.39, ""quantity"": 1}, {""product_id"": ""PROD2884"", ""product_name"": ""Electronics Item 5"", ""category"": ""Electronics"", ""price"": 398.2, ""quantity"": 2}]",4,5,0.44,0.84,long_checkout_process,9,True,2025-11-09T17:14:41.504877
CART5089,CUST1089,Customer 90,cust1089@example.com,+916433797840,vip,casual,mobile,UK,293.44,1,"[{""product_id"": ""PROD2890"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 146.72, ""quantity"": 2}]",71,14,0.7,0.53,high_shipping_cost,1,True,2025-11-06T22:14:41.505040
CART5090,CUST1090,Customer 91,cust1090@example.com,+917632629719,new,professional,mobile,US,938.25,2,"[{""product_id"": ""PROD2900"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 80.25, ""quantity"": 3}, {""product_id"": ""PROD2901"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 348.75, ""quantity"": 2}]",70,0,0.91,0.79,high_shipping_cost,12,True,2025-11-06T23:14:41.505227
CART5091,CUST1091,Customer 92,cust1091@example.com,+917193887545,returning,enthusiastic,mobile,US,294.3,3,"[{""product_id"": ""PROD2910"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 31.14, ""quantity"": 3}, {""product_id"": ""PROD2911"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 34.92, ""quantity"": 3}, {""product_id"": ""PROD2912"", ""product_name"": ""Home Item 3"", ""category"": ""Home"", ""price"": 32.04, ""quantity"": 3}]",15,8,0.65,0.53,site_crash,13,True,2025-11-09T06:14:41.505430
CART5092,CUST1092,Customer 93,cust1092@example.com,+917947382419,new,casual,desktop,IN,2621.32,4,"[{""product_id"": ""PROD2920"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 15.76, ""quantity"": 3}, {""product_id"": ""PROD2921"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 47.74, ""quantity"": 2}, {""product_id"": ""PROD2922"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 60.23, ""quantity"": 2}, {""product_id"": ""PROD2923"", ""product_name"": ""Electronics Item 4"", ""category"": ""Electronics"", ""price"": 1179.05, ""quantity"": 2}]",7,0,0.68,0.41,long_checkout_process,7,True,2025-11-09T14:14:41.505653
CART5093,CUST1093,Customer 94,cust1093@example.com,+918730243887,returning,casual,mobile,NZ,770.28,4,"[{""product_id"": ""PROD2930"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 16.09, ""quantity"": 2}, {""product_id"": ""PROD2931"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 636.16, ""quantity"": 1}, {""product_id"": ""PROD2932"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 34.6, ""quantity"": 1}, {""product_id"": ""PROD2933"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 33.67, ""quantity"": 2}]",9,9,0.21,0.67,payment_failure,10,False,2025-11-09T12:14:41.505890
CART5094,CUST1094,Customer 95,cust1094@example.com,+919582477022,new,professional,mobile,NZ,1155.18,2,"[{""product_id"": ""PROD2940"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 259.82, ""quantity"": 3}, {""product_id"": ""PROD2941"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 125.24, ""quantity"": 3}]",36,0,0.15,0.55,long_checkout_process,15,True,2025-11-08T09:14:41.506087
CART5095,CUST1095,Customer 96,cust1095@example.com,+917566942273,vip,casual,mobile,IN,1406.02,5,"[{""product_id"": ""PROD2950"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 193.92, ""quantity"": 3}, {""product_id"": ""PROD2951"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 53.39, ""quantity"": 1}, {""product_id"": ""PROD2952"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 46.92, ""quantity"": 1}, {""product_id"": ""PROD2953"", ""product_name"": ""Fashion Item 4"", ""category"": ""Fashion"", ""price"": 55.69, ""quantity"": 3}, {""product_id"": ""PROD2954"", ""product_name"": ""Sports Item 5"", ""category"": ""Sports"", ""price"": 278.44, ""quantity"": 2}]",39,8,0.69,0.89,site_crash,14,True,2025-11-08T06:14:41.506364
CART5096,CUST1096,Customer 97,cust1096@example.com,+916698594025,returning,professional,desktop,IN,3920.15,4,"[{""product_id"": ""PROD2960"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 360.32, ""quantity"": 3}, {""product_id"": ""PROD2961"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 591.03, ""quantity"": 3}, {""product_id"": ""PROD2962"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 17.42, ""quantity"": 1}, {""product_id"": ""PROD2963"", ""product_name"": ""Electronics Item 4"", ""category"": ""Electronics"", ""price"": 1048.68, ""quantity"": 1}]",44,10,0.64,0.46,payment_failure,3,True,2025-11-08T01:14:41.506599
CART5097,CUST1097,Customer 98,cust1097@example.com,+917589915144,new,enthusiastic,mobile,UK,1163.14,4,"[{""product_id"": ""PROD2970"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 67.18, ""quantity"": 3}, {""product_id"": ""PROD2971"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 78.03, ""quantity"": 2}, {""product_id"": ""PROD2972"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 16.21, ""quantity"": 1}, {""product_id"": ""PROD2973"", ""product_name"": ""Sports Item 4"", ""category"": ""Sports"", ""price"": 263.11, ""quantity"": 3}]",55,0,0.54,0.36,high_shipping_cost,16,True,2025-11-07T14:14:41.506837
CART5098,CUST1098,Customer 99,cust1098@example.com,+917525876051,new,enthusiastic,desktop,IN,1979.2,4,"[{""product_id"": ""PROD2980"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 71.15, ""quantity"": 1}, {""product_id"": ""PROD2981"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 74.89, ""quantity"": 1}, {""product_id"": ""PROD2982"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 904.4, ""quantity"": 2}, {""product_id"": ""PROD2983"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 8.12, ""quantity"": 3}]",32,0,0.13,0.8,price_too_high,2,True,2025-11-08T13:14:41.507084
CART5099,CUST1099,Customer 100,cust1099@example.com,+916899825838,new,enthusiastic,mobile,UK,154.87,1,"[{""product_id"": ""PROD2990"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 154.87, ""quantity"": 1}]",65,0,0.31,0.54,distracted,4,True,2025-11-07T04:14:41.507261
CART5100,CUST1100,Customer 101,cust1100@example.com,+918878380452,new,professional,mobile,UK,1750.59,4,"[{""product_id"": ""PROD3000"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 171.64, ""quantity"": 3}, {""product_id"": ""PROD3001"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 404.73, ""quantity"": 2}, {""product_id"": ""PROD3002"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 167.73, ""quantity"": 2}, {""product_id"": ""PROD3003"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 30.25, ""quantity"": 3}]",7,0,0.3,0.35,long_checkout_process,3,True,2025-11-09T14:14:41.507513
CART5101,CUST1101,Customer 102,cust1101@example.com,+917146660997,returning,professional,tablet,UK,865.59,2,"[{""product_id"": ""PROD3010"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 817.65, ""quantity"": 1}, {""product_id"": ""PROD3011"", ""product_name"": ""Books Item 2"", ""category"": ""Books"", ""price"": 15.98, ""quantity"": 3}]",14,0,0.61,0.76,long_checkout_process,3,False,2025-11-09T07:14:41.507703
CART5102,CUST1102,Customer 103,cust1102@example.com,+919014295294,returning,casual,mobile,NZ,970.1,5,"[{""product_id"": ""PROD3020"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 85.79, ""quantity"": 3}, {""product_id"": ""PROD3021"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 15.6, ""quantity"": 1}, {""product_id"": ""PROD3022"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 35.66, ""quantity"": 1}, {""product_id"": ""PROD3023"", ""product_name"": ""Beauty Item 4"", ""category"": ""Beauty"", ""price"": 69.6, ""quantity"": 1}, {""product_id"": ""PROD3024"", ""product_name"": ""Home Item 5"", ""category"": ""Home"", ""price"": 197.29, ""quantity"": 3}]",31,2,0.56,0.42,high_shipping_cost,2,True,2025-11-08T14:14:41.507968
CART5103,CUST1103,Customer 104,cust1103@example.com,+918935814872,returning,enthusiastic,desktop,IN,681.49,3,"[{""product_id"": ""PROD3030"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 428.02, ""quantity"": 1}, {""product_id"": ""PROD3031"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 31.23, ""quantity"": 3}, {""product_id"": ""PROD3032"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 53.26, ""quantity"": 3}]",40,0,0.23,0.43,long_checkout_process,4,True,2025-11-08T05:14:41.508202
CART5104,CUST1104,Customer 105,cust1104@example.com,+918783290795,returning,enthusiastic,desktop,US,456.03,5,"[{""product_id"": ""PROD3040"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 129.3, ""quantity"": 2}, {""product_id"": ""PROD3041"", ""product_name"": ""Books Item 2"", ""category"": ""Books"", ""price"": 11.19, ""quantity"": 1}, {""product_id"": ""PROD3042"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 38.73, ""quantity"": 3}, {""product_id"": ""PROD3043"", ""product_name"": ""Fashion Item 4"", ""category"": ""Fashion"", ""price"": 37.39, ""quantity"": 1}, {""product_id"": ""PROD3044"", ""product_name"": ""Books Item 5"", ""category"": ""Books"", ""price"": 32.66, ""quantity"": 1}]",10,6,0.14,0.62,high_shipping_cost,13,True,2025-11-09T11:14:41.508475
CART5105,CUST1105,Customer 106,cust1105@example.com,+916306671447,new,casual,mobile,IN,247.01,5,"[{""product_id"": ""PROD3050"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 36.0, ""quantity"": 1}, {""product_id"": ""PROD3051"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 55.23, ""quantity"": 1}, {""product_id"": ""PROD3052"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 28.62, ""quantity"": 1}, {""product_id"": ""PROD3053"", ""product_name"": ""Fashion Item 4"", ""category"": ""Fashion"", ""price"": 36.54, ""quantity"": 2}, {""product_id"": ""PROD3054"", ""product_name"": ""Beauty Item 5"", ""category"": ""Beauty"", ""price"": 27.04, ""quantity"": 2}]",52,0,0.86,0.54,payment_failure,13,True,2025-11-07T17:14:41.508734
CART5106,CUST1106,Customer 107,cust1106@example.com,+918616197747,new,casual,desktop,UK,573.15,4,"[{""product_id"": ""PROD3060"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 129.76, ""quantity"": 2}, {""product_id"": ""PROD3061"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 52.9, ""quantity"": 1}, {""product_id"": ""PROD3062"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 54.6, ""quantity"": 2}, {""product_id"": ""PROD3063"", ""product_name"": ""Home Item 4"", ""category"": ""Home"", ""price"": 151.53, ""quantity"": 1}]",17,0,0.07,0.61,comparison_shopping,5,True,2025-11-09T04:14:41.508964
CART5107,CUST1107,Customer 108,cust1107@example.com,+918727210979,returning,casual,mobile,NZ,623.82,1,"[{""product_id"": ""PROD3070"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 207.94, ""quantity"": 3}]",24,2,0.01,0.87,long_checkout_process,8,True,2025-11-08T21:14:41.509126
CART5108,CUST1108,Customer 109,cust1108@example.com,+916735034881,new,enthusiastic,tablet,US,554.62,3,"[{""product_id"": ""PROD3080"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 34.84, ""quantity"": 2}, {""product_id"": ""PROD3081"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 231.11, ""quantity"": 2}, {""product_id"": ""PROD3082"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 22.72, ""quantity"": 1}]",8,0,0.77,0.67,payment_failure,15,True,2025-11-09T13:14:41.509324
CART5109,CUST1109,Customer 110,cust1109@example.com,+918294113287,new,professional,mobile,IN,1554.54,1,"[{""product_id"": ""PROD3090"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 777.27, ""quantity"": 2}]",10,0,0.8,0.48,payment_failure,13,True,2025-11-09T11:14:41.509482
CART5110,CUST1110,Customer 111,cust1110@example.com,+919131575764,returning,professional,mobile,US,49.2,1,"[{""product_id"": ""PROD3100"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 49.2, ""quantity"": 1}]",59,13,0.44,0.67,price_too_high,12,True,2025-11-07T10:14:41.509650
CART5111,CUST1111,Customer 112,cust1111@example.com,+917051454923,vip,casual,mobile,NZ,148.64,1,"[{""product_id"": ""PROD3110"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 74.32, ""quantity"": 2}]",21,12,0.22,0.89,price_too_high,8,True,2025-11-09T00:14:41.509812
CART5112,CUST1112,Customer 113,cust1112@example.com,+916701808367,new,enthusiastic,mobile,UK,2122.18,3,"[{""product_id"": ""PROD3120"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 1143.65, ""quantity"": 1}, {""product_id"": ""PROD3121"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 86.81, ""quantity"": 1}, {""product_id"": ""PROD3122"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 297.24, ""quantity"": 3}]",50,0,0.21,0.6,site_crash,13,True,2025-11-07T19:14:41.510034
CART5113,CUST1113,Customer 114,cust1113@example.com,+917985392498,returning,casual,mobile,US,3228.06,3,"[{""product_id"": ""PROD3130"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 60.16, ""quantity"": 3}, {""product_id"": ""PROD3131"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 985.01, ""quantity"": 3}, {""product_id"": ""PROD3132"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 92.55, ""quantity"": 1}]",5,2,0.99,0.36,payment_failure,2,True,2025-11-09T16:14:41.510273
CART5114,CUST1114,Customer 115,cust1114@example.com,+917629748727,returning,professional,desktop,US,731.11,2,"[{""product_id"": ""PROD3140"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 637.73, ""quantity"": 1}, {""product_id"": ""PROD3141"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 46.69, ""quantity"": 2}]",58,5,0.83,0.31,high_shipping_cost,2,True,2025-11-07T11:14:41.510470
CART5115,CUST1115,Customer 116,cust1115@example.com,+917159417075,returning,enthusiastic,desktop,UK,773.59,3,"[{""product_id"": ""PROD3150"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 71.77, ""quantity"": 3}, {""product_id"": ""PROD3151"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 266.26, ""quantity"": 2}, {""product_id"": ""PROD3152"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 25.76, ""quantity"": 1}]",54,7,0.18,0.32,price_too_high,4,True,2025-11-07T15:14:41.510690
CART5116,CUST1116,Customer 117,cust1116@example.com,+919974524834,new,casual,mobile,NZ,588.02,5,"[{""product_id"": ""PROD3160"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 30.32, ""quantity"": 1}, {""product_id"": ""PROD3161"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 92.99, ""quantity"": 2}, {""product_id"": ""PROD3162"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 97.92, ""quantity"": 3}, {""product_id"": ""PROD3163"", ""product_name"": ""Beauty Item 4"", ""category"": ""Beauty"", ""price"": 67.75, ""quantity"": 1}, {""product_id"": ""PROD3164"", ""product_name"": ""Books Item 5"", ""category"": ""Books"", ""price"": 10.21, ""quantity"": 1}]",30,0,0.98,0.43,site_crash,19,True,2025-11-08T15:14:41.510957
CART5117,CUST1117,Customer 118,cust1117@example.com,+918748778024,new,enthusiastic,desktop,IN,499.3,2,"[{""product_id"": ""PROD3170"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 14.38, ""quantity"": 3}, {""product_id"": ""PROD3171"", ""product_name"": ""Home Item 2"", ""category"": ""Home"", ""price"": 228.08, ""quantity"": 2}]",45,0,0.17,0.68,site_crash,16,True,2025-11-08T00:14:41.511156
CART5118,CUST1118,Customer 119,cust1118@example.com,+918955633092,returning,enthusiastic,desktop,US,96.41,1,"[{""product_id"": ""PROD3180"", ""product_name"": ""Fashion Item 1"", ""category"": ""Fashion"", ""price"": 96.41, ""quantity"": 1}]",61,9,0.33,0.32,high_shipping_cost,13,True,2025-11-07T08:14:41.511329
CART5119,CUST1119,Customer 120,cust1119@example.com,+918392080953,vip,enthusiastic,desktop,UK,407.86,3,"[{""product_id"": ""PROD3190"", ""product_name"": ""Books Item 1"", ""category"": ""Books"", ""price"": 12.89, ""quantity"": 1}, {""product_id"": ""PROD3191"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 198.15, ""quantity"": 1}, {""product_id"": ""PROD3192"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 196.82, ""quantity"": 1}]",70,9,0.08,0.74,payment_failure,3,True,2025-11-06T23:14:41.511709
CART5120,CUST1120,Customer 121,cust1120@example.com,+916943239974,returning,professional,mobile,UK,163.01,4,"[{""product_id"": ""PROD3200"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 19.47, ""quantity"": 3}, {""product_id"": ""PROD3201"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 55.99, ""quantity"": 1}, {""product_id"": ""PROD3202"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 14.9, ""quantity"": 2}, {""product_id"": ""PROD3203"", ""product_name"": ""Books Item 4"", ""category"": ""Books"", ""price"": 6.27, ""quantity"": 3}]",35,6,0.91,0.45,price_too_high,10,True,2025-11-08T10:14:41.512186
CART5121,CUST1121,Customer 122,cust1121@example.com,+918940395823,new,casual,mobile,NZ,3372.14,3,"[{""product_id"": ""PROD3210"", ""product_name"": ""Beauty Item 1"", ""category"": ""Beauty"", ""price"": 53.38, ""quantity"": 3}, {""product_id"": ""PROD3211"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 611.33, ""quantity"": 2}, {""product_id"": ""PROD3212"", ""product_name"": ""Electronics Item 3"", ""category"": ""Electronics"", ""price"": 994.67, ""quantity"": 2}]",15,0,0.02,0.7,site_crash,15,True,2025-11-09T06:14:41.512577
CART5122,CUST1122,Customer 123,cust1122@example.com,+917392783743,new,professional,mobile,NZ,785.98,1,"[{""product_id"": ""PROD3220"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 392.99, ""quantity"": 2}]",69,0,0.65,0.42,high_shipping_cost,19,True,2025-11-07T00:14:41.512829
CART5123,CUST1123,Customer 124,cust1123@example.com,+919620021413,vip,casual,mobile,IN,3415.63,2,"[{""product_id"": ""PROD3230"", ""product_name"": ""Sports Item 1"", ""category"": ""Sports"", ""price"": 109.49, ""quantity"": 2}, {""product_id"": ""PROD3231"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 1065.55, ""quantity"": 3}]",33,0,0.98,0.44,site_crash,11,True,2025-11-08T12:14:41.513292
CART5124,CUST1124,Customer 125,cust1124@example.com,+919299881676,returning,casual,desktop,UK,792.11,2,"[{""product_id"": ""PROD3240"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 685.77, ""quantity"": 1}, {""product_id"": ""PROD3241"", ""product_name"": ""Fashion Item 2"", ""category"": ""Fashion"", ""price"": 106.34, ""quantity"": 1}]",66,9,0.46,0.55,long_checkout_process,7,True,2025-11-07T03:14:41.513893
CART5125,CUST1125,Customer 126,cust1125@example.com,+919332894265,new,professional,desktop,UK,1113.12,3,"[{""product_id"": ""PROD3250"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 242.3, ""quantity"": 3}, {""product_id"": ""PROD3251"", ""product_name"": ""Sports Item 2"", ""category"": ""Sports"", ""price"": 86.76, ""quantity"": 3}, {""product_id"": ""PROD3252"", ""product_name"": ""Beauty Item 3"", ""category"": ""Beauty"", ""price"": 62.97, ""quantity"": 2}]",15,0,0.2,0.83,price_too_high,14,True,2025-11-09T06:14:41.514442
CART5126,CUST1126,Customer 127,cust1126@example.com,+916240251661,returning,professional,desktop,IN,1297.35,2,"[{""product_id"": ""PROD3260"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 384.74, ""quantity"": 3}, {""product_id"": ""PROD3261"", ""product_name"": ""Beauty Item 2"", ""category"": ""Beauty"", ""price"": 47.71, ""quantity"": 3}]",6,6,0.66,0.79,payment_failure,11,True,2025-11-09T15:14:41.515072
CART5127,CUST1127,Customer 128,cust1127@example.com,+916983753977,vip,professional,mobile,NZ,2278.49,4,"[{""product_id"": ""PROD3270"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 819.83, ""quantity"": 1}, {""product_id"": ""PROD3271"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 656.37, ""quantity"": 2}, {""product_id"": ""PROD3272"", ""product_name"": ""Fashion Item 3"", ""category"": ""Fashion"", ""price"": 40.53, ""quantity"": 2}, {""product_id"": ""PROD3273"", ""product_name"": ""Beauty Item 4"", ""category"": ""Beauty"", ""price"": 21.62, ""quantity"": 3}]",3,10,0.28,0.89,high_shipping_cost,1,True,2025-11-09T18:14:41.515509
CART5128,CUST1128,Customer 129,cust1128@example.com,+919529615275,new,enthusiastic,mobile,UK,4349.89,3,"[{""product_id"": ""PROD3280"", ""product_name"": ""Electronics Item 1"", ""category"": ""Electronics"", ""price"": 1023.24, ""quantity"": 2}, {""product_id"": ""PROD3281"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 675.98, ""quantity"": 3}, {""product_id"": ""PROD3282"", ""product_name"": ""Sports Item 3"", ""category"": ""Sports"", ""price"": 275.47, ""quantity"": 1}]",34,0,0.17,0.83,distracted,5,True,2025-11-08T11:14:41.515759
CART5129,CUST1129,Customer 130,cust1129@example.com,+916137869475,returning,casual,desktop,UK,2698.87,5,"[{""product_id"": ""PROD3290"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 80.6, ""quantity"": 1}, {""product_id"": ""PROD3291"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 1037.16, ""quantity"": 2}, {""product_id"": ""PROD3292"", ""product_name"": ""Books Item 3"", ""category"": ""Books"", ""price"": 29.86, ""quantity"": 1}, {""product_id"": ""PROD3293"", ""product_name"": ""Home Item 4"", ""category"": ""Home"", ""price"": 273.35, ""quantity"": 1}, {""product_id"": ""PROD3294"", ""product_name"": ""Sports Item 5"", ""category"": ""Sports"", ""price"": 120.37, ""quantity"": 2}]",3,11,0.34,0.4,long_checkout_process,1,True,2025-11-09T18:14:41.516102
CART5130,CUST1130,Customer 131,cust1130@example.com,+919457645390,new,casual,desktop,UK,3583.52,2,"[{""product_id"": ""PROD3300"", ""product_name"": ""Home Item 1"", ""category"": ""Home"", ""price"": 205.81, ""quantity"": 2}, {""product_id"": ""PROD3301"", ""product_name"": ""Electronics Item 2"", ""category"": ""Electronics"", ""price"": 1057.3, ""quantity"": 3}]",15,0,0.25,0.32,long_checkout_process,16,True,2025-11-09T06:14:41.516334
